date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:46:12	367781/367781	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Oct%202017%2005:25:42%20GMT	http://localhost:8000/static/media/uploads/%e0%a6%95%e0%a7%83%e0%a6%b7%e0%a6%be%e0%a6%a3%e0%a7%80_%e0%a6%b6%e0%a6%be%e0%a6%a8%e0%a7%8d%e0%a6%a4%e0%a6%bf%e0%a6%b2%e0%a6%a4%e0%a6%be_%e0%a6%b8%e0%a6%b0%e0%a6%95%e0%a6%be%e0%a6%b0_%e0%a6%b8%e0%a6%ac%e0%a6%9c%e0%a7%80_%e0%a6%95%e0%a7%8d%e0%a6%b7%e0%a7%87%e0%a6%a4_%e0%a6%aa%e0%a6%b0%e0%a6%bf%e0%a6%9a%e0%a6%b0%e0%a7%8d%e0%a6%af%e0%a6%be_%e0%a6%95%e0%a6%b0%e0%a6%9b%e0%a7%87%e0%a6%a8.jpg	/home/utsargo/websites/locosbd/localhost_8000/static/media/uploads/%e0%a6%95%e0%a7%83%e0%a6%b7%e0%a6%be%e0%a6%a3%e0%a7%80_%e0%a6%b6%e0%a6%be%e0%a6%a8%e0%a7%8d%e0%a6%a4%e0%a6%bf%e0%a6%b2%e0%a6%a4%e0%a6%be_%e0%a6%b8%e0%a6%b0%e0%a6%95%e0%a6%be%e0%a6%b0_%e0%a6%b8%e0%a6%ac%e0%a6%9c%e0%a7%80_%e0%a6%95%e0%a7%8d%e0%a6%b7%e0%a7%87%e0%a6%a4_%e0%a6%aa%e0%a6%b0%e0%a6%bf%e0%a6%9a%e0%a6%b0%e0%a7%8d%e0%a6%af%e0%a6%be_%e0%a6%95%e0%a6%b0%e0%a6%9b%e0%a7%87%e0%a6%a8.jpg	(from http://localhost:8000/blog/category/projects/)
11:46:15	354403/354403	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Oct%202017%2005:20:53%20GMT	http://localhost:8000/static/media/uploads/%e0%a6%a7%e0%a6%be%e0%a6%a8_%e0%a6%95%e0%a7%8d%e0%a6%b7%e0%a7%87%e0%a6%a4%e0%a7%87_%e0%a6%ae%e0%a6%be%e0%a6%9b_%e0%a6%9a%e0%a6%be%e0%a6%b7-2.jpg	/home/utsargo/websites/locosbd/localhost_8000/static/media/uploads/%e0%a6%a7%e0%a6%be%e0%a6%a8_%e0%a6%95%e0%a7%8d%e0%a6%b7%e0%a7%87%e0%a6%a4%e0%a7%87_%e0%a6%ae%e0%a6%be%e0%a6%9b_%e0%a6%9a%e0%a6%be%e0%a6%b7-2.jpg	(from http://localhost:8000/blog/category/projects/)
11:46:19	13243/-1	---M--	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202017%2005:46:16%20GMT	http://localhost:8000/blog/aquaculture-for-income-and-nutrition/	/home/utsargo/websites/locosbd/localhost_8000/blog/aquaculture-for-income-and-nutrition/index.html	(from http://localhost:8000/blog/category/projects/)
11:46:19	78071/78071	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Oct%202017%2008:45:13%20GMT	http://localhost:8000/static/media/uploads/pp-square.jpg	/home/utsargo/websites/locosbd/localhost_8000/static/media/uploads/pp-square.jpg	(from http://localhost:8000/developer/)
11:46:19	14038/-1	---M--	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202017%2005:46:17%20GMT	http://localhost:8000/blog/integrated-fish-cultivation-fish-cultivation-in-the-paddy-field/	/home/utsargo/websites/locosbd/localhost_8000/blog/integrated-fish-cultivation-fish-cultivation-in-the-paddy-field/index.html	(from http://localhost:8000/blog/category/projects/)
11:46:20	307319/307319	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Oct%202017%2005:14:47%20GMT	http://localhost:8000/static/media/uploads/%e0%a6%95%e0%a7%83%e0%a6%b7%e0%a6%95_%e0%a6%a8%e0%a7%87%e0%a6%a4%e0%a7%83%e0%a6%a4%e0%a7%8d%e0%a6%ac%e0%a7%87_%e0%a6%a7%e0%a6%be%e0%a6%a8%e0%a6%9c%e0%a6%be%e0%a6%a4_%e0%a6%97%e0%a6%ac%e0%a7%87%e0%a6%b7%e0%a6%a3%e0%a6%be_%e0%a6%aa%e0%a7%8d%e0%a6%b2%e0%a6%9f.jpg	/home/utsargo/websites/locosbd/localhost_8000/static/media/uploads/%e0%a6%95%e0%a7%83%e0%a6%b7%e0%a6%95_%e0%a6%a8%e0%a7%87%e0%a6%a4%e0%a7%83%e0%a6%a4%e0%a7%8d%e0%a6%ac%e0%a7%87_%e0%a6%a7%e0%a6%be%e0%a6%a8%e0%a6%9c%e0%a6%be%e0%a6%a4_%e0%a6%97%e0%a6%ac%e0%a7%87%e0%a6%b7%e0%a6%a3%e0%a6%be_%e0%a6%aa%e0%a7%8d%e0%a6%b2%e0%a6%9f.jpg	(from http://localhost:8000/blog/category/projects/)
11:46:21	14715/-1	---M--	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202017%2005:46:20%20GMT	http://localhost:8000/blog/up-scaling-managed-aquifer-recharge-for-providing-community-water-supply-in-saline-areas/	/home/utsargo/websites/locosbd/localhost_8000/blog/up-scaling-managed-aquifer-recharge-for-providing-community-water-supply-in-saline-areas/index.html	(from http://localhost:8000/blog/category/projects/)
11:46:21	15308/-1	---M--	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202017%2005:46:20%20GMT	http://localhost:8000/blog/farmers-led-agricultural-development-program/	/home/utsargo/websites/locosbd/localhost_8000/blog/farmers-led-agricultural-development-program/index.html	(from http://localhost:8000/blog/category/projects/)
11:46:22	16707/-1	---M--	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202017%2005:46:20%20GMT	http://localhost:8000/blog/category/projects/?page=1	/home/utsargo/websites/locosbd/localhost_8000/blog/category/projects/index2679.html	(from http://localhost:8000/blog/category/projects/)
11:46:22	10560/-1	---M--	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202017%2005:46:21%20GMT	http://localhost:8000/blog/category/projects/?page=2	/home/utsargo/websites/locosbd/localhost_8000/blog/category/projects/index4658.html	(from http://localhost:8000/blog/category/projects/)
11:46:23	11116/-1	---M--	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202017%2005:46:22%20GMT	http://localhost:8000/blog/author/locos-admin/	/home/utsargo/websites/locosbd/localhost_8000/blog/author/locos-admin/index.html	(from http://localhost:8000/blog/category/news/)
11:46:23	12638/-1	---M--	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202017%2005:46:22%20GMT	http://localhost:8000/blog/this-is-a-demo-news/	/home/utsargo/websites/locosbd/localhost_8000/blog/this-is-a-demo-news/index.html	(from http://localhost:8000/blog/category/news/)
11:46:24	15540/-1	---M--	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202017%2005:46:23%20GMT	http://localhost:8000/blog/action-for-the-participatory-and-comprehensive-disaster-risk-reduction-apcdrr/	/home/utsargo/websites/locosbd/localhost_8000/blog/action-for-the-participatory-and-comprehensive-disaster-risk-reduction-apcdrr/index.html	(from http://localhost:8000/blog/farmers-led-agricultural-development-program/)
11:46:25	93636/93636	URF---	200	added ('OK%20(cached)')	application/x-javascript		http://localhost:8000/static/mezzanine/js/jquery-1.8.3.min.js	/home/utsargo/websites/locosbd/localhost_8000/static/mezzanine/js/jquery-1.8.3.min.js	(from http://localhost:8000/)
11:46:25	60681/60681	URF---	200	added ('OK%20(cached)')	application/x-javascript		http://localhost:8000/static/js/bootstrap.js	/home/utsargo/websites/locosbd/localhost_8000/static/js/bootstrap.js	(from http://localhost:8000/)
11:46:27	9524/-1	---M--	200	added ('OK')	application/rss+xml	date:Thu,%2005%20Oct%202017%2005:26:13%20GMT	http://localhost:8000/blog/feeds/rss/	/home/utsargo/websites/locosbd/localhost_8000/blog/feeds/rss/index.html	(from http://localhost:8000/)
11:46:27	10136/-1	---M--	200	added ('OK')	application/atom+xml	date:Fri,%2006%20Oct%202017%2005:46:22%20GMT	http://localhost:8000/blog/feeds/atom/	/home/utsargo/websites/locosbd/localhost_8000/blog/feeds/atom/index.html	(from http://localhost:8000/)
11:46:28	20290/20290	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2023%20Sep%202017%2004:55:25%20GMT	http://localhost:8000/static/fonts/glyphicons-halflings-regular.eot	/home/utsargo/websites/locosbd/localhost_8000/static/fonts/glyphicons-halflings-regular.eot	(from http://localhost:8000/static/css/bootstrap.min.css)
11:46:29	62850/62850	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2023%20Sep%202017%2004:55:25%20GMT	http://localhost:8000/static/fonts/glyphicons-halflings-regular.svg	/home/utsargo/websites/locosbd/localhost_8000/static/fonts/glyphicons-halflings-regular.svg	(from http://localhost:8000/static/css/bootstrap.min.css)
11:46:30	2841/2841	URF---	200	added ('OK%20(cached)')	application/x-javascript		http://localhost:8000/static/js/bootstrap-extras.js	/home/utsargo/websites/locosbd/localhost_8000/static/js/bootstrap-extras.js	(from http://localhost:8000/)
11:46:30	23292/23292	---M--	200	added ('OK')	application/font-woff	date:Sat,%2023%20Sep%202017%2004:55:25%20GMT	http://localhost:8000/static/fonts/glyphicons-halflings-regular.woff	/home/utsargo/websites/locosbd/localhost_8000/static/fonts/glyphicons-halflings-regular.woff	(from http://localhost:8000/static/css/bootstrap.min.css)
11:46:31	1362/1362	---M--	200	added ('OK')	image/png	date:Sun,%2023%20Jul%202017%2006:51:34%20GMT	http://localhost:8000/static/css/fancybox/fancybox_sprite.png	/home/utsargo/websites/locosbd/localhost_8000/static/css/fancybox/fancybox_sprite.png	(from http://localhost:8000/static/css/fancybox/jquery.fancybox.css)
11:46:32	3866/3866	---M--	200	added ('OK')	image/gif	date:Sun,%2023%20Jul%202017%2006:51:34%20GMT	http://localhost:8000/static/css/fancybox/fancybox_loading.gif	/home/utsargo/websites/locosbd/localhost_8000/static/css/fancybox/fancybox_loading.gif	(from http://localhost:8000/static/css/fancybox/jquery.fancybox.css)
11:46:32	43/43	---M--	200	added ('OK')	image/gif	date:Sun,%2023%20Jul%202017%2006:51:34%20GMT	http://localhost:8000/static/css/fancybox/blank.gif	/home/utsargo/websites/locosbd/localhost_8000/static/css/fancybox/blank.gif	(from http://localhost:8000/static/css/fancybox/jquery.fancybox.css)
11:46:33	1003/1003	---M--	200	added ('OK')	image/png	date:Sun,%2023%20Jul%202017%2006:51:34%20GMT	http://localhost:8000/static/css/fancybox/fancybox_overlay.png	/home/utsargo/websites/locosbd/localhost_8000/static/css/fancybox/fancybox_overlay.png	(from http://localhost:8000/static/css/fancybox/jquery.fancybox.css)
11:46:33	34278/34278	URF---	200	added ('OK%20(cached)')	image/jpeg		http://localhost:8000/static/img/Logo.jpg	/home/utsargo/websites/locosbd/localhost_8000/static/img/Logo.jpg	(from http://localhost:8000/)
11:46:34	41236/41236	---M--	200	added ('OK')	application/font-sfnt	date:Sat,%2023%20Sep%202017%2004:55:25%20GMT	http://localhost:8000/static/fonts/glyphicons-halflings-regular.ttf	/home/utsargo/websites/locosbd/localhost_8000/static/fonts/glyphicons-halflings-regular.ttf	(from http://localhost:8000/static/css/bootstrap.min.css)
11:46:34	657/657	---M--	200	added ('OK')	image/png	date:Sun,%2023%20Jul%202017%2006:51:34%20GMT	http://localhost:8000/static/img/bg_direction_nav.png	/home/utsargo/websites/locosbd/localhost_8000/static/img/bg_direction_nav.png	(from http://localhost:8000/static/css/flexslider.css)
11:46:34	370837/370837	URF---	200	added ('OK%20(cached)')	image/jpeg		http://localhost:8000/static/img/slides/slide-1-farmers-led.JPG	/home/utsargo/websites/locosbd/localhost_8000/static/img/slides/slide-1-farmers-led.jpg	(from http://localhost:8000/)
11:46:34	451784/451784	URF---	200	added ('OK%20(cached)')	image/jpeg		http://localhost:8000/static/img/slides/slide-2-organic-pesticide.JPG	/home/utsargo/websites/locosbd/localhost_8000/static/img/slides/slide-2-organic-pesticide.jpg	(from http://localhost:8000/)
11:46:34	817/817	---M--	200	added ('OK')	text/css	date:Sun,%2023%20Jul%202017%2006:51:34%20GMT	http://localhost:8000/static/js/google-code-prettify/prettify.css	/home/utsargo/websites/locosbd/localhost_8000/static/js/google-code-prettify/prettify.css	(from http://localhost:8000/static/css/style.css)
11:46:35	21658/21658	---M--	200	added ('OK')	text/css	date:Sun,%2023%20Jul%202017%2006:51:34%20GMT	http://localhost:8000/static/css/font-awesome.css	/home/utsargo/websites/locosbd/localhost_8000/static/css/font-awesome.css	(from http://localhost:8000/static/css/style.css)
11:46:35	19821/19821	---M--	200	added ('OK')	text/css	date:Sun,%2023%20Jul%202017%2006:51:34%20GMT	http://localhost:8000/static/css/custom-fonts.css	/home/utsargo/websites/locosbd/localhost_8000/static/css/custom-fonts.css	(from http://localhost:8000/static/css/style.css)
11:46:36	465302/465302	URF---	200	added ('OK%20(cached)')	image/jpeg		http://localhost:8000/static/img/slides/slide-4-medicinal-plants.JPG	/home/utsargo/websites/locosbd/localhost_8000/static/img/slides/slide-4-medicinal-plants.jpg	(from http://localhost:8000/)
11:46:36	27423/27423	---M--	200	added ('OK')	text/css	date:Sun,%2023%20Jul%202017%2006:51:34%20GMT	http://localhost:8000/static/css/overwrite.css	/home/utsargo/websites/locosbd/localhost_8000/static/css/overwrite.css	(from http://localhost:8000/static/css/style.css)
11:46:37	8097/8097	URF---	200	added ('OK%20(cached)')	application/x-javascript		http://localhost:8000/static/js/jquery.easing.1.3.js	/home/utsargo/websites/locosbd/localhost_8000/static/js/jquery.easing.1.3.js	(from http://localhost:8000/)
11:46:37	61119/61119	---M--	200	added ('OK')	text/css	date:Sun,%2023%20Jul%202017%2006:51:34%20GMT	http://localhost:8000/static/css/animate.css	/home/utsargo/websites/locosbd/localhost_8000/static/css/animate.css	(from http://localhost:8000/static/css/style.css)
11:46:38	5169/5169	URF---	200	added ('OK%20(cached)')	application/x-javascript		http://localhost:8000/static/js/jquery.fancybox-media.js	/home/utsargo/websites/locosbd/localhost_8000/static/js/jquery.fancybox-media.js	(from http://localhost:8000/)
11:46:38	22714/22714	URF---	200	added ('OK%20(cached)')	application/x-javascript		http://localhost:8000/static/js/jquery.fancybox.pack.js	/home/utsargo/websites/locosbd/localhost_8000/static/js/jquery.fancybox.pack.js	(from http://localhost:8000/)
11:46:39	13694/13694	URF---	200	added ('OK%20(cached)')	application/x-javascript		http://localhost:8000/static/js/google-code-prettify/prettify.js	/home/utsargo/websites/locosbd/localhost_8000/static/js/google-code-prettify/prettify.js	(from http://localhost:8000/)
11:46:39	14697/14697	URF---	200	added ('OK%20(cached)')	application/x-javascript		http://localhost:8000/static/js/portfolio/jquery.quicksand.js	/home/utsargo/websites/locosbd/localhost_8000/static/js/portfolio/jquery.quicksand.js	(from http://localhost:8000/)
11:46:40	1216/1216	URF---	200	added ('OK%20(cached)')	application/x-javascript		http://localhost:8000/static/js/portfolio/setting.js	/home/utsargo/websites/locosbd/localhost_8000/static/js/portfolio/setting.js	(from http://localhost:8000/)
11:46:41	7909/-1	---M--	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202017%2005:46:40%20GMT	http://localhost:8000/about-us/	/home/utsargo/websites/locosbd/localhost_8000/about-us/index.html	(from http://localhost:8000/)
11:46:41	9496/9496	UR-MCZ	200	added ('OK')	text/javascript	etag:W/%22b2c0809fde551fe3c2e08d0efbfa633c%22	https://use.fontawesome.com/d292af0a66.js	/home/utsargo/websites/locosbd/use.fontawesome.com/d292af0a66.js	(from http://localhost:8000/)
11:46:41	41110/41110	URF---	200	added ('OK%20(cached)')	application/x-javascript		http://localhost:8000/static/js/jquery.flexslider.js	/home/utsargo/websites/locosbd/localhost_8000/static/js/jquery.flexslider.js	(from http://localhost:8000/)
11:46:41	9515/9515	URF---	200	added ('OK%20(cached)')	application/x-javascript		http://localhost:8000/static/js/animate.js	/home/utsargo/websites/locosbd/localhost_8000/static/js/animate.js	(from http://localhost:8000/)
11:46:42	8987/8987	URF---	200	added ('OK%20(cached)')	application/x-javascript		http://localhost:8000/static/js/custom.js	/home/utsargo/websites/locosbd/localhost_8000/static/js/custom.js	(from http://localhost:8000/)
11:46:42	6335/-1	---M--	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202017%2005:46:41%20GMT	http://localhost:8000/developer/	/home/utsargo/websites/locosbd/localhost_8000/developer/index.html	(from http://localhost:8000/)
11:46:42	367781/367781	URF---	200	added ('OK%20(cached)')	image/jpeg		http://localhost:8000/static/media/uploads/%e0%a6%95%e0%a7%83%e0%a6%b7%e0%a6%be%e0%a6%a3%e0%a7%80_%e0%a6%b6%e0%a6%be%e0%a6%a8%e0%a7%8d%e0%a6%a4%e0%a6%bf%e0%a6%b2%e0%a6%a4%e0%a6%be_%e0%a6%b8%e0%a6%b0%e0%a6%95%e0%a6%be%e0%a6%b0_%e0%a6%b8%e0%a6%ac%e0%a6%9c%e0%a7%80_%e0%a6%95%e0%a7%8d%e0%a6%b7%e0%a7%87%e0%a6%a4_%e0%a6%aa%e0%a6%b0%e0%a6%bf%e0%a6%9a%e0%a6%b0%e0%a7%8d%e0%a6%af%e0%a6%be_%e0%a6%95%e0%a6%b0%e0%a6%9b%e0%a7%87%e0%a6%a8.jpg	/home/utsargo/websites/locosbd/localhost_8000/static/media/uploads/%e0%a6%95%e0%a7%83%e0%a6%b7%e0%a6%be%e0%a6%a3%e0%a7%80_%e0%a6%b6%e0%a6%be%e0%a6%a8%e0%a7%8d%e0%a6%a4%e0%a6%bf%e0%a6%b2%e0%a6%a4%e0%a6%be_%e0%a6%b8%e0%a6%b0%e0%a6%95%e0%a6%be%e0%a6%b0_%e0%a6%b8%e0%a6%ac%e0%a6%9c%e0%a7%80_%e0%a6%95%e0%a7%8d%e0%a6%b7%e0%a7%87%e0%a6%a4_%e0%a6%aa%e0%a6%b0%e0%a6%bf%e0%a6%9a%e0%a6%b0%e0%a7%8d%e0%a6%af%e0%a6%be_%e0%a6%95%e0%a6%b0%e0%a6%9b%e0%a7%87%e0%a6%a8.jpg	(from http://localhost:8000/blog/category/projects/)
